Género;Rango_Etario;Localidad;Situación_país;AprobaciónVázquez;CambiosUy;AprobaciónPeña;CambiosLava;Voto2014;VotoInternas;Proyección2019;PrioridadesNacional;Diputados;Senado;InterésEnPolítica;IdentificaciónIdeológica;NivelEstudios;SituaciónEconómica;Intendente;Televisión;Radio;Ponderador
Femenino;de 18 a 22;Minas;Regular;Aprueba;Empleo;Ni aprueba ni desaprueba;Seguridad Pública;No Voté;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Carolina Cosse;Me interesa;Izquierda Dura;Secundaria Completa;Regular;Daniel Ximénez;SI;No;0,2262
Masculino;de 18 a 22;Minas;Mala;Desaprueba;Empleo;Aprueba;Bajos Salarios;No Voté;No Voté;En Blanco / Anulado;Solo me interesa elegir al candidato a Presidente;No lo Sé;Ninguno;Nada;Centro;Terciario Completo;Mala;Daniel Ximénez;SI;SI;4,248
Femenino;de 51 a 64;Minas;Regular;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Gustavo Zubía;Nada;Ultra Derecha;Secundaria Incompleta;Buena;Mario García;SI;SI;0,5152
Femenino;de 51 a 64;Minas;Mala;Desaprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Partido Nacional;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Julio María Sanguinetti;Me gusta mucho;Centro;Terciario Incompleto;Regular;Ninguno;SI;No;0,9912
Femenino;de 40 a 50;Otra zona rural;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Medio Ambiente;Partido Nacional;Partido Nacional;PERI;Voto principalmente a quiénes van a la diputación;Andrea Aviaga;Jorge Larrañaga;Poco;Centro Izquierda;Secundaria Incompleta;Regular;Luis Carrese;SI;SI;0,506
Femenino;de 23 a 29;Varela;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Los Políticos;Partido Nacional;Partido Nacional;Partido Nacional;No lo sé;Ninguno;Ninguno;Nada;Ultra Izquierda;Secundaria Incompleta;Muy Mala;No lo sé;SI;SI;0,7176
Femenino;de 51 a 64;Minas;Mala;Ni aprueba ni desaprueba;Jubilaciones y Pensiones;Ni aprueba ni desaprueba;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Luis Lacalle Pou;Algo;Centro Derecha;Primaria Completa;Regular;Mario García;NO;No;0,5152
Masculino;de 40 a 50;Varela;Buena;Aprueba;Seguridad Pública;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;No lo sé;Javier Umpiérrez;Constanza Moreira;Me gusta mucho;Centro;Primaria Completa;Muy Buena;Pablo Fuentes;NO;SI;0,406
Femenino;de 18 a 22;Minas;Regular;Desaprueba;Empleo;Desaprueba;Falta de Empleo;No Voté;No Voté;Todavía no lo he decidido;Soy Indiferente;No lo Sé;Juan Sartori;Casi nada;Izquierda Dura;Secundaria Incompleta;Mala;Daniel Ximénez;SI;No;1,3806
Femenino;de 40 a 50;Minas;Mala;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Constanza Moreira;Nada;Izquierda Dura;Primaria Completa;Mala;Gastón Elola;SI;SI;0,1595
Femenino;de 40 a 50;Pirarajá;Buena;Ni aprueba ni desaprueba;Medio Ambiente;Ni aprueba ni desaprueba;Medio Ambiente;No Voté;No Voté;En Blanco / Anulado;No pienso votar;No lo Sé;No lo sé;Me gusta mucho;Derecha Moderada;Secundaria Incompleta;Buena;No lo sé;SI;SI;0,9735
Femenino;de 40 a 50;Minas;Mala;Desaprueba;Educación;Aprueba;Seguridad Pública;Frente Amplio;No Voté;Partido Nacional;Voto principalmente a quiénes van a la diputación;Estrella Cabana;Ninguno;Me interesa;Centro Derecha;Terciario Incompleto;Regular;Ninguno;SI;SI;0,9735
Femenino;de 30 a 39;Minas;Mala;Desaprueba;Empleo;No lo sé;Falta de Empleo;No Voté;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Carol Aviaga;Luis Lacalle Pou;Casi nada;Izquierda Dura;Primaria Incompleta;Regular;Mario García;SI;SI;1,239
Femenino;de 18 a 22;Minas;Buena;Aprueba;Medio Ambiente;Ni aprueba ni desaprueba;Falta de Oferta Educativa;No Voté;Frente Amplio;Frente Amplio;No lo sé;Julián Mazzoni;Óscar Andrade;Me gusta;Centro Izquierda;Universitario Incompleto;Buena;Daniel Ximénez;NO;No;0,2262
Masculino;de 51 a 64;Minas;Buena;Aprueba;Jubilaciones y Pensiones;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Centro Izquierda;Secundaria Completa;Buena;Pablo Fuentes;SI;SI;0,3654
Masculino;de 30 a 39;Minas;Muy Mala;Desaprueba;Educación;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Colorado;Voto principalmente a quiénes van a la diputación;Gustavo Risso;Julio María Sanguinetti;Casi nada;Ultra Derecha;Universitario Incompleto;Buena;Mario García;NO;SI;1,6652
Femenino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Educación;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Carol Aviaga;Algo;Centro Izquierda;Secundaria Incompleta;Regular;Mario García;SI;No;0,644
Femenino;de 18 a 22;Minas;Regular;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;No Voté;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Gustavo Zubía;Poco;Centro Izquierda;Secundaria Completa;Mala;No lo sé;NO;No;1,3806
Femenino;de 30 a 39;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Vivienda;En Blanco / Anulado;No Voté;Todavía no lo he decidido;No lo sé;No lo Sé;No lo sé;Nada;Centro;Secundaria Completa;Regular;No lo sé;NO;SI;1,239
Femenino;de 40 a 50;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Oferta Educativa;Frente Amplio;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Gastón Elola;Julio María Sanguinetti;Casi nada;Centro;Secundaria Incompleta;Regular;Gastón Elola;NO;No;0,506
Femenino;de 18 a 22;Minas;Mala;Desaprueba;Educación;Desaprueba;Vivienda;No Voté;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Gustavo Risso;Ernesto Talvi;Me interesa;Centro;Universitario Incompleto;Mala;No lo sé;NO;No;0,7254
Masculino;de 23 a 29;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;En Blanco / Anulado;Blanco / Anulado;En Blanco / Anulado;No lo sé;No lo Sé;No lo sé;Me gusta mucho;Centro;Universitario Incompleto;Mala;Ninguno;NO;SI;7,9464
Femenino;de 65 a más;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Servicios de Salud;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;José Mujica;Me interesa;Ultra Izquierda;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,5858
Masculino;de 30 a 39;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Ninguno;No lo sé;Ninguno;Carolina Cosse;Casi nada;Centro;Secundaria Incompleta;Mala;Ninguno;NO;No;1,6652
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carlos Urtiberea;Juan Sartori;Me interesa;Ultra Derecha;Primaria Completa;Mala;Mario García;SI;SI;0,5152
Masculino;de 18 a 22;Varela;Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;No Voté;No Voté;Partido Colorado;Voto principalmente a quiénes van a la diputación;Ninguno;Gustavo Zubía;Me interesa;Centro Derecha;Secundaria Incompleta;Regular;Ninguno;NO;SI;4,248
Femenino;de 23 a 29;Minas;Mala;Desaprueba;Empleo;Desaprueba;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta;Ultra Derecha;Secundaria Incompleta;Mala;No lo sé;NO;No;0,7176
Femenino;de 51 a 64;Minas;Regular;Desaprueba;Educación;Aprueba;Falta de Empleo;Partido Nacional;Cabildo Abierto;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Juan Sartori;Me interesa;Centro;Universitario Incompleto;Regular;Mario García;NO;SI;0,2128
Femenino;de 65 a más;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Servicios de Salud;Partido Nacional;Cabildo Abierto;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Gastón Elola;Luis Lacalle Pou;Algo;Centro Derecha;Secundaria Completa;Mala;Gastón Elola;SI;No;0,7676
Femenino;de 18 a 22;Minas;Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;Partido Colorado;Partido Colorado;No lo sé;Carlos Urtiberea;Ernesto Talvi;Me gusta;Centro;Universitario Incompleto;Regular;No lo sé;NO;No;0,7254
Masculino;de 51 a 64;Minas;Muy Mala;Desaprueba;Educación;Ni aprueba ni desaprueba;Falta de Empleo;Partido Colorado;No Voté;Cabildo Abierto;Voto principalmente a quiénes van a la diputación;Gustavo Risso;Gustavo Zubía;Me gusta;Ultra Derecha;Primaria Completa;Buena;Mario García;SI;SI;2,2302
Masculino;de 51 a 64;Minas;Buena;Aprueba;Medio Ambiente;Ni aprueba ni desaprueba;Medio Ambiente;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes van a la diputación;Julián Mazzoni;Gustavo Zubía;Me interesa;Centro Izquierda;Terciario Incompleto;Buena;Mario García;NO;No;2,2302
Femenino;de 30 a 39;Minas;Regular;Aprueba;Seguridad Pública;Desaprueba;Falta de Oferta Educativa;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Óscar Andrade;Me gusta mucho;Izquierda Dura;Terciario Completo;Regular;Daniel Ximénez;SI;No;0,203
Masculino;de 18 a 22;Minas;Regular;Aprueba;Seguridad Pública;Aprueba;Falta de Empleo;No Voté;No Voté;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Ernesto Talvi;Me interesa;Centro;Secundaria Incompleta;Mala;No lo sé;SI;SI;4,248
Femenino;de 40 a 50;Varela;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Colorado;Partido Colorado;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Gustavo Risso;Julio María Sanguinetti;Me gusta;Ultra Derecha;Secundaria Completa;Regular;Martín Aguirrezabala;NO;SI;0,5115
Femenino;de 30 a 39;Varela;Muy Mala;Desaprueba;Empleo;Aprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Gastón Elola;Julio María Sanguinetti;Me gusta;Ultra Derecha;Terciario Completo;Muy Mala;Gastón Elola;NO;SI;1,239
Femenino;de 40 a 50;Minas;Buena;Aprueba;Empleo;Desaprueba;Vivienda;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Óscar Andrade;Me gusta mucho;Izquierda Moderada;Universitario Completo;Buena;Daniel Ximénez;NO;No;0,1595
Femenino;de 18 a 22;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Bajos Salarios;No Voté;No Voté;Todavía no lo he decidido;Soy Indiferente;No lo Sé;No lo sé;Me interesa;Centro Izquierda;Secundaria Incompleta;Regular;No lo sé;SI;No;1,3806
Masculino;de 65 a más;Minas;Regular;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Frente Amplio;Partido Nacional;Partido Nacional;Soy Indiferente;Alexandra Inzaurralde;Luis Lacalle Pou;Poco;Centro Izquierda;Secundaria Incompleta;Buena;Mario García;SI;No;2,1804
Femenino;de 51 a 64;Minas;Buena;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Servicios de Salud;En Blanco / Anulado;No Voté;Todavía no lo he decidido;Soy Indiferente;Estrella Cabana;Carolina Cosse;Nada;Centro;Secundaria Completa;Regular;Daniel Ximénez;NO;No;0,9912
Femenino;de 30 a 39;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes van a la diputación;No lo Sé;Juan Sartori;Algo;Izquierda Moderada;Secundaria Incompleta;Regular;No lo sé;NO;SI;1,239
Masculino;de 40 a 50;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Medio Ambiente;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Me gusta mucho;Derecha Moderada;Secundaria Completa;Regular;Daniel Ximénez;NO;No;0,406
Femenino;de 30 a 39;Minas;Muy Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Gustavo Zubía;Poco;Derecha Moderada;Secundaria Completa;Regular;Mario García;SI;SI;0,644
Masculino;de 23 a 29;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Robert Bouvier;Ernesto Talvi;Algo;Centro;Secundaria Incompleta;Regular;No lo sé;NO;No;4,0887
Femenino;de 18 a 22;Minas;Mala;Desaprueba;Empleo;Desaprueba;Falta de Empleo;No Voté;Partido Colorado;Partido Colorado;No lo sé;Ninguno;Ninguno;Me gusta mucho;Ultra Derecha;Primaria Incompleta;Mala;Ninguno;SI;SI;0,7254
Femenino;de 65 a más;Minas;Muy Buena;Aprueba;Medio Ambiente;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Me gusta mucho;Centro Derecha;Universitario Completo;Muy Buena;Daniel Ximénez;NO;No;0,5858
Masculino;de 23 a 29;Minas;Regular;Aprueba;Empleo;Desaprueba;Servicios Públicos;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Danilo Astori;Me gusta mucho;Izquierda Moderada;Universitario Completo;Regular;No lo sé;NO;No;0,6699
Femenino;de 23 a 29;Minas;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Seguridad Pública;Partido Nacional;Partido Independiente;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Gustavo Risso;Juan Sartori;Poco;Derecha Moderada;Secundaria Incompleta;Mala;Mario García;NO;SI;0,234
Masculino;de 30 a 39;Minas;Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Juan Sartori;Me interesa;Centro;Secundaria Incompleta;Regular;Gastón Elola;SI;SI;1,6652
Femenino;de 65 a más;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Servicios Públicos;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Carol Aviaga;Luis Lacalle Pou;Me gusta mucho;Centro;Primaria Completa;Regular;Mario García;NO;No;1,8584
Femenino;de 30 a 39;Minas;Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Oferta Educativa;Frente Amplio;Cabildo Abierto;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Carol Aviaga;Nada;Izquierda Dura;Secundaria Incompleta;Regular;Mario García;SI;SI;0,266
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Educación;Desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Voto principalmente a quiénes van a la diputación;Julián Mazzoni;Julio María Sanguinetti;Nada;Centro;Universitario Completo;Muy Buena;Daniel Ximénez;NO;No;0,9735
Femenino;de 65 a más;Minas;Muy Buena;Aprueba;Seguridad Pública;Desaprueba;Medio Ambiente;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Ultra Izquierda;Terciario Incompleto;Muy Buena;Daniel Ximénez;NO;No;0,5858
Masculino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;En Blanco / Anulado;No Voté;Frente Amplio;Soy Indiferente;Carol Aviaga;No lo sé;Nada;Centro Izquierda;Primaria Incompleta;Mala;Ninguno;NO;No;3,2037
Femenino;de 65 a más;Minas;Regular;Ni aprueba ni desaprueba;Educación;Desaprueba;Falta de Empleo;Frente Amplio;Partido Colorado;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Mario Bergara;Me gusta mucho;Centro Izquierda;Terciario Completo;Buena;Daniel Ximénez;SI;No;1,8786
Femenino;de 30 a 39;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Bajos Salarios;Otro;No Voté;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Carol Aviaga;Me interesa;Ultra Derecha;Terciario Completo;Regular;Daniel Ximénez;SI;No;1,239
Masculino;de 51 a 64;Minas;Regular;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Centro Izquierda;Terciario Incompleto;Regular;Mario García;SI;SI;1,1592
Masculino;de 51 a 64;Minas;Buena;Aprueba;Vivienda;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Soy Indiferente;Javier Umpiérrez;Óscar Andrade;Me interesa;Izquierda Dura;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;0,3654
Femenino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;No lo Sé;Ernesto Talvi;Poco;Ultra Izquierda;Secundaria Completa;Mala;Tomás Casas;NO;SI;1,239
Femenino;de 30 a 39;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Andrea Aviaga;Jorge Larrañaga;Algo;Ultra Derecha;Secundaria Incompleta;Mala;Gastón Elola;SI;SI;0,644
Masculino;de 51 a 64;Minas;Mala;Desaprueba;Seguridad Pública;Desaprueba;Los Políticos;Frente Amplio;Unidad Popular;PERI;No pienso votar;Ninguno;Ninguno;Nada;Centro;Secundaria Completa;Regular;Martín Aguirrezabala;SI;SI;0,1512
Masculino;de 65 a más;Batlle y Ordóñez;Muy Mala;Desaprueba;Educación;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Carol Aviaga;Jorge Larrañaga;Me interesa;Centro;Terciario Completo;Regular;Mario García;NO;No;2,1804
Femenino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;En Blanco / Anulado;No Voté;Cabildo Abierto;Soy Indiferente;Ninguno;Ernesto Talvi;Algo;Ultra Izquierda;Secundaria Completa;Mala;Ninguno;NO;No;1,239
Masculino;de 40 a 50;Minas;Buena;Desaprueba;Empleo;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Todavía no lo he decidido;Solo me interesa elegir al candidato a Presidente;No lo Sé;Ninguno;Algo;Ultra Izquierda;Primaria Completa;Mala;No lo sé;SI;No;1,288
Femenino;de 40 a 50;Otra zona rural;Muy Mala;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Cabildo Abierto;Cabildo Abierto;Soy Indiferente;Andrea Aviaga;Luis Lacalle Pou;Me gusta mucho;Ultra Derecha;Universitario Incompleto;Mala;Daniel Ximénez;NO;No;0,209
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Gustavo Zubía;Me gusta mucho;Ultra Derecha;Universitario Completo;Regular;Gastón Elola;SI;SI;0,506
Femenino;de 65 a más;Minas;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Daniel Martínez;Me gusta;Ultra Izquierda;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;0,5858
Femenino;de 40 a 50;Minas;Regular;Aprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;No lo sé;Nada;Izquierda Moderada;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;0,9735
Femenino;de 40 a 50;Minas;Regular;Aprueba;Seguridad Pública;Ni aprueba ni desaprueba;Seguridad Pública;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Danilo Astori;Nada;Izquierda Moderada;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;0,9735
Masculino;de 18 a 22;Minas;Mala;Ni aprueba ni desaprueba;Empleo;Desaprueba;Falta de Empleo;No Voté;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;No lo Sé;José Mujica;Algo;Derecha Moderada;Terciario Incompleto;Mala;Daniel Ximénez;SI;SI;4,248
Masculino;de 65 a más;Otra zona rural;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Jorge Larrañaga;Me gusta mucho;Centro Izquierda;Terciario Incompleto;Buena;Mario García;NO;SI;2,1804
Masculino;de 40 a 50;Varela;Muy Mala;Desaprueba;Empleo;Aprueba;Falta de Empleo;Partido Colorado;No Voté;Partido Colorado;Voto principalmente a quiénes integran la lista al senado;Gastón Elola;Julio María Sanguinetti;Me interesa;Ultra Derecha;Secundaria Incompleta;Muy Mala;Gastón Elola;NO;SI;2,478
Femenino;de 40 a 50;Minas;Mala;Desaprueba;Educación;Ni aprueba ni desaprueba;Servicios de Salud;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Jorge Larrañaga;Me interesa;Ultra Derecha;Primaria Completa;Regular;Mario García;NO;No;0,506
Femenino;de 30 a 39;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;No lo sé;Ninguno;Luis Lacalle Pou;Algo;Centro;Secundaria Incompleta;Regular;Mario García;NO;No;0,644
Femenino;de 51 a 64;Mariscala;Muy Mala;Desaprueba;Jubilaciones y Pensiones;Desaprueba;Falta de Empleo;Partido Colorado;Partido Colorado;Partido Colorado;Voto principalmente a quiénes van a la diputación;Robert Bouvier;Ernesto Talvi;Me gusta mucho;Centro;Terciario Completo;Buena;Luis Carrese;NO;No;0,5208
Masculino;de 30 a 39;Minas;Regular;Desaprueba;Educación;Aprueba;Bajos Salarios;Partido Colorado;Partido Colorado;Partido Colorado;Soy Indiferente;Carol Aviaga;Gustavo Salle;Me gusta;Centro;Universitario Incompleto;Regular;Mario García;NO;No;1,6833
